Imagen,Ruta,Alas,Puertas,Motores,Color
1707740.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
1013082.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
0606502.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
0730970.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0962875.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
2161794.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1251094.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
1707955.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1985184.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
1145144.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
0843964.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1842078.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
0147038.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0535113.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0809727.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
1283510.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1099245.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
1062969.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
0852827.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1028187.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1281453.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0993061.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0926105.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
0448006.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
0765599.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0487370.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1486682.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0928792.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
0894316.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
0744732.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
0783526.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
0821422.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
0829998.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0151661.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1340228.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
1037501.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
0885966.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
0447749.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
0448050.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1245215.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1200648.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
0257378.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
0179070.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0065979.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1245887.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0476345.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
0786259.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
0487356.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0365342.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
0198433.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0182189.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
0684605.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
1059813.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1230223.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
0482818.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
0368505.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
0522830.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
1099216.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
0963590.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1365495.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1879895.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0098489.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
1097975.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
0454746.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
2147232.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1259556.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0487374.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
2221713.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1202048.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
1325476.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0090864.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0894208.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
0367768.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
0766954.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
0876439.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
0983542.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1356102.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1284239.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0336925.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0939497.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
0785021.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
0065292.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1389219.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0859029.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1387195.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
1398832.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
1226606.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
1828267.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
0744234.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
0950401.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
1566619.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
2244841.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1256464.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
0425365.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0492477.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
2221710.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
0056299.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
1600251.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
1098953.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
0983934.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
2222716.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1358854.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
1143409.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1700644.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1018463.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
2047538.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
0442373.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
1146172.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1514578.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
1469691.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
1997878.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0766314.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
0650456.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
0367973.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
2079513.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1088007.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
1376174.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
2091929.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
1309306.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1928510.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
2197330.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
1541386.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
1539525.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
2224813.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
2147921.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
0273150.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
1560579.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1566616.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
0275117.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
0685368.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0523013.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0814906.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
2067977.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
1031497.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
1713246.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1945514.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
0802262.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
2170854.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
0923571.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Blanco
0838565.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
0701760.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0765781.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
0225217.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0255363.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
0056297.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1107747.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
0902418.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1356930.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1155017.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
2013757.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
0694466.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
1527502.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
0184351.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
0218812.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0458643.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
0863830.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
0715299.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
0496749.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
0478342.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1767104.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
1534214.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1650624.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
1146631.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Blanco
1910711.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
0138993.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
0447753.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
1647406.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1004797.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0328231.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1256349.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
1810927.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
1944650.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
1297523.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Rojo
1316606.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0977347.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
0313720.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
0482793.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0442375.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
0469140.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1150188.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
0662343.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
0428735.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Blanco
1771968.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
1564943.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1156768.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
1486383.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
1298912.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1629329.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
0361100.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Blanco
0507837.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1605155.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
1902309.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1703213.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Blanco
1714716.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
0756688.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0866844.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
2248958.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
0184346.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
2200399.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0197363.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
1342822.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
2004902.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
2171010.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1383295.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1390310.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
0188143.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
0494862.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
0738257.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
1307327.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
0179066.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
1862132.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
2227599.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1182368.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0958129.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
2197329.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
1631498.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
2213535.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
2183378.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
2132127.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
0117996.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
1413233.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1031454.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1382524.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1380490.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0704276.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0478909.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
0171401.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
2239584.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
0679350.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1420545.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
2029863.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
0967855.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1327286.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
0788471.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
2217849.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
0487364.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
0573943.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
1553071.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0716370.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1601329.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
0061139.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
0362089.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
1143413.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
0907431.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Blanco
1778114.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
2010056.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1018873.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
0067034.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
0498141.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0481979.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
1933933.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
1682647.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Rojo
0233755.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
1901133.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
0068813.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1910860.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
0182729.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
1708101.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1294490.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0127058.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
0552041.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1165767.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1810723.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
2026597.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
2205728.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1368863.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
0837880.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
1741519.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
1336856.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1182360.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1031445.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
2004856.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1980188.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
0835837.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
1476102.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
2215846.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
1006793.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
0931734.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
0768173.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
0476351.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
0151672.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
2083668.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1582400.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
1607459.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
1740623.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
1913767.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1976400.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0338174.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1546804.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
1027002.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
0487358.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
1870569.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
2075625.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
0469128.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
1456005.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
2176725.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1228882.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
2103110.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1095676.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
0752124.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
2234650.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
0732201.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1847312.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
1795133.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
0939579.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
1206451.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
1820319.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
2110536.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
0658068.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
2172265.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
1758487.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
1401062.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
1146233.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
1696058.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1514936.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
0467445.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
1877324.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
0507685.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
1379983.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
1234647.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
0240319.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
0704510.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
2200425.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1418227.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
2044875.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1936431.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1787739.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
1330831.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
2106885.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
2221303.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
2130084.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
2081094.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
2013756.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1496408.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
1790501.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
2244063.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
1505793.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
1810920.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1891190.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
2119860.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
2069690.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1627991.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
0123344.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
2204922.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
2104765.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
